Type,Status,Committee,prime_sponsor,processed_text,joined_text
Introduction,Withdrawn,Committee on Public Safety,Farah N. Louis,"['civilian', 'complaint', 'review', 'board', 'conduct', 'investigation', 'injury', 'death', 'caused', 'police', 'action']",civilian complaint review board conduct investigation injury death caused police action
Introduction,Withdrawn,Committee on Public Safety,Farah N. Louis,"['police', 'operational', 'time', 'analysis', 'repo']",police operational time analysis repo
Introduction,Filed (End of Session),Committee on Public Safety,Diana I. Ayala,"['temporary', 'task', 'force', 'pay', 'parity', 'defenders', 'assistant', 'attorneys', 'agency', 'attorneys']",temporary task force pay parity defenders assistant attorneys agency attorneys
Introduction,Filed (End of Session),Committee on Finance,Diana I. Ayala,"['development', 'single', 'form', 'tax', 'water', 'sewer', 'charges']",development single form tax water sewer charges
Introduction,Filed (End of Session),Committee on Parks and Recreation,Joseph C. Borelli,"['parks', 'recreation', 'notify', 'owners', 'writing', 'sidewalk', 'rating', 'trees', 'sidewalks']",parks recreation notify owners writing sidewalk rating trees sidewalks
Introduction,Filed (End of Session),Committee on Governmental Operations,Joseph C. Borelli,"['creation', 'task', 'force', 'study', 'feasibility', 'independent']",creation task force study feasibility independent
Introduction,Filed (End of Session),Committee on Finance,Joseph C. Borelli,"['cost', 'schedule', 'signage', 'capital', 'project', 'sites']",cost schedule signage capital project sites
Introduction,Filed (End of Session),Committee on Finance,Joseph C. Borelli,"['create', 'task', 'force', 'reform', 'capital', 'construction', 'process']",create task force reform capital construction process
Introduction,Filed (End of Session),Committee on Finance,Joseph C. Borelli,"['tax', 'cold', 'war', 'veterans']",tax cold war veterans
Introduction,Enacted,Committee on Housing and Buildings,Diana I. Ayala,"['reporting', 'results', 'lotteries', 'administered', 'housing', 'preservation', 'development', 'affordable', 'housing', 'units', 'tenants', 'disabilities']",reporting results lotteries administered housing preservation development affordable housing units tenants disabilities
Introduction,Enacted,Committee on Governmental Operations,Gale A. Brewer,"['agencies', 'publish', 'guidance', 'responding', 'settlement', 'offers', 'translate', 'guidance', 'designated', 'citywide', 'languages', 'notify', 'settlement', 'offer', 'recipients', 'guidance']",agencies publish guidance responding settlement offers translate guidance designated citywide languages notify settlement offer recipients guidance
Introduction,Filed (End of Session),Committee on Public Safety,Tiffany CabÃ¡,"['police', 'submit', 'reports', 'complaints', 'police', 'misconduct']",police submit reports complaints police misconduct
Introduction,Enacted,Committee on Housing and Buildings,Selvena N. Brooks-Powers,"['creation', 'office', 'homeowner', 'advocate', 'within', 'housing', 'preservation', 'development']",creation office homeowner advocate within housing preservation development
Introduction,Filed (End of Session),Committee on Consumer and Worker Protection,Alexa AvilÃ©,"['outreach', 'education', 'free', 'services']",outreach education free services
Resolution,Filed (End of Session),Committee on Housing and Buildings,Shahana K. Hanif,"['address', 'legalization', 'specified', 'accessory', 'dwelling', 'units', 'population', 'one', 'million']",address legalization specified accessory dwelling units population one million
Introduction,Filed (End of Session),Committee on Criminal Justice,Tiffany CabÃ¡,"['correction', 'programming', 'fiscal', 'information']",correction programming fiscal information
Introduction,Filed (End of Session),Committee on Oversight and Investigations,Lincoln Restler,"['investigation', 'investigate', 'allegations', 'evidentiary', 'misconduct', 'police', 'officers']",investigation investigate allegations evidentiary misconduct police officers
Introduction,Filed (End of Session),Committee on Small Business,"Rafael Salamanca, Jr.","['posting', 'contact', 'information', 'workforce', 'career', 'centers', 'development', 'projects']",posting contact information workforce career centers development projects
Introduction,Filed (End of Session),Committee on Criminal Justice,Althea V. Stevens,"['provision', 'mental', 'health', 'services', 'children', 'visiting', 'incarcerated', 'individuals']",provision mental health services children visiting incarcerated individuals
Introduction,Filed (End of Session),Committee on Hospitals,"Rafael Salamanca, Jr.","['authorizing', 'use', 'temporary', 'outdoor', 'heaters', 'healthcare', 'facilities']",authorizing use temporary outdoor heaters healthcare facilities
Introduction,Filed (End of Session),Committee on Criminal Justice,Carlina Rivera,"['child', 'visitors', 'correction', 'facilities']",child visitors correction facilities
Introduction,Filed (End of Session),Committee on Criminal Justice,Carlina Rivera,"['correction', 'use', 'electronic', 'case', 'management', 'system', 'track', 'investigations', 'sexual', 'abuse']",correction use electronic case management system track investigations sexual abuse
Resolution,Adopted,Committee on Criminal Justice,Carlina Rivera,"['treatment', 'jail', 'would', 'criminal', 'procedure', 'article', 'judicial', 'diversion', 'order', 'expand', 'eligibility', 'treatment', 'individuals', 'shift', 'presumption', 'incarceration', 'community', 'support']",treatment jail would criminal procedure article judicial diversion order expand eligibility treatment individuals shift presumption incarceration community support
Introduction,Filed (End of Session),Committee on Housing and Buildings,"Rafael Salamanca, Jr.","['housing', 'preservation', 'development', 'disposition', 'affordable', 'housing', 'development']",housing preservation development disposition affordable housing development
Introduction,Enacted,Committee on Governmental Operations,Keith Powers,"['classifying', 'credit', 'card', 'processing', 'fees', 'bank', 'fees', 'exempt', 'expenditures']",classifying credit card processing fees bank fees exempt expenditures
Introduction,Filed (End of Session),Committee on Governmental Operations,Keith Powers,"['creation', 'interactive', 'zoning', 'map']",creation interactive zoning map
Introduction,Filed (End of Session),Committee on Finance,Chi A. OssÃ,"['appropriation', 'funds', 'operation', 'maintenance', 'library', 'systems']",appropriation funds operation maintenance library systems
Introduction,Filed (End of Session),Committee on Public Safety,"Rafael Salamanca, Jr.","['reports', 'police', 'response', 'times', 'minor', 'traffic', 'crashes']",reports police response times minor traffic crashes
Introduction,Filed (End of Session),Committee on Criminal Justice,Carlina Rivera,"['permitting', 'incarcerated', 'individuals', 'jails', 'choose', 'gender', 'doctor']",permitting incarcerated individuals jails choose gender doctor
Introduction,Filed (End of Session),Committee on Public Safety,Carlina Rivera,"['abolishing', 'criminal', 'group', 'database', 'prohibiting', 'establishment', 'successor', 'database']",abolishing criminal group database prohibiting establishment successor database
Introduction,Filed (End of Session),Committee on Education,Kevin C. Riley,"['office', 'continuing', 'education', 'adult', 'literacy']",office continuing education adult literacy
Introduction,Filed (End of Session),Committee on Governmental Operations,Carlina Rivera,"['creating', 'expedited', 'processing', 'foil', 'requests', 'professional', 'journalists']",creating expedited processing foil requests professional journalists
Introduction,Filed (End of Session),Committee on Governmental Operations,Kalman Yeger,"['reporting', 'revenue', 'issuance', 'violations', 'imposition', 'related', 'fines']",reporting revenue issuance violations imposition related fines
Introduction,Filed (End of Session),Committee on Housing and Buildings,Lincoln Restler,"['registration', 'vacant', 'commercial', 'residential', 'properties']",registration vacant commercial residential properties
Introduction,Filed (End of Session),Committee on Public Safety,Inna Vernikov,"['police', 'annually', 'officer', 'resignations', 'prior', 'becoming', 'eligible', 'retirement', 'pension']",police annually officer resignations prior becoming eligible retirement pension
Introduction,Filed (End of Session),Committee on Consumer and Worker Protection,Marjorie VelÃ¡zque,"['consumer', 'worker', 'protection', 'use', 'financial', 'empowerment', 'centers', 'student', 'debt', 'distress', 'ci']",consumer worker protection use financial empowerment centers student debt distress ci
Introduction,Filed (End of Session),Committee on Technology,Marjorie VelÃ¡zque,"['creation', 'food', 'delivery', 'mobile']",creation food delivery mobile
Introduction,Filed (End of Session),Committee on Governmental Operations,Marjorie VelÃ¡zque,"['office', 'pandemic', 'preparedness']",office pandemic preparedness
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Marjorie VelÃ¡zque,"['installation', 'reflective', 'material', 'bollards', 'curbs', 'posts', 'roundabouts']",installation reflective material bollards curbs posts roundabouts
Introduction,Enacted,Committee on Criminal Justice,Public Advocate Jumaane Williams,"['dyslexia', 'screening', 'jails', 'referrals', 'programs']",dyslexia screening jails referrals programs
Introduction,Filed (End of Session),Committee on Housing and Buildings,Public Advocate Jumaane Williams,"['creation', 'task', 'force', 'assess', 'safety', 'risks', 'construction', 'sites']",creation task force assess safety risks construction sites
Resolution,Filed (End of Session),Committee on Health,Lynn C. Schulman,"['united', 'states', 'food', 'drug', 'administration', 'require', 'warning', 'labels', 'sugar', 'sweetened', 'beverages']",united states food drug administration require warning labels sugar sweetened beverages
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Public Advocate Jumaane Williams,"['private', 'water', 'sewer', 'pipelines']",private water sewer pipelines
Introduction,Filed (End of Session),Committee on Governmental Operations,Carlina Rivera,"['reporting', 'surveillance', 'data']",reporting surveillance data
Introduction,Filed (End of Session),Committee on Parks and Recreation,Christopher Marte,"['establishment', 'development', 'school', 'gardens']",establishment development school gardens
Introduction,Filed (End of Session),Committee on Housing and Buildings,Crystal Hudson,"['housing', 'preservation', 'development', 'provide', 'annual', 'lists', 'open', 'housing', 'maintenance', 'violations', 'multiple', 'dwelling', 'occupants', 'tenants']",housing preservation development provide annual lists open housing maintenance violations multiple dwelling occupants tenants
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Christopher Marte,"['transportation', 'install', 'bilingual', 'street', 'name', 'signs']",transportation install bilingual street name signs
Introduction,Filed (End of Session),Committee on Economic Development,Julie Menin,"['office', 'interagency', 'tourism', 'affairs']",office interagency tourism affairs
Introduction,Filed (End of Session),"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Chi A. OssÃ,"['investigating', 'reviewing', 'studying', 'auditing', 'making', 'recommendations', 'relating', 'operations', 'budget', 'staffing', 'library', 'library', 'library', 'commissioner', 'investigation']",investigating reviewing studying auditing making recommendations relating operations budget staffing library library library commissioner investigation
Introduction,Filed (End of Session),Committee on Small Business,Julie Menin,"['accessibility', 'small', 'businesses']",accessibility small businesses
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Mercedes Narcisse,"['prohibiting', 'issuance', 'multiple', 'bus', 'lane', 'violation', 'tickets', 'infraction', 'within', 'one', 'hour', 'period']",prohibiting issuance multiple bus lane violation tickets infraction within one hour period
Introduction,Filed (End of Session),Committee on Education,Rita C. Joseph,"['bullying', 'prevention', 'task', 'force']",bullying prevention task force
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Robert F. Holden,"['requirements', 'maintenance', 'civil', 'action', 'damages', 'injuries', 'sustained', 'consequence', 'unsafe', 'conditions', 'streets', 'sidewalks', 'similar', 'spaces']",requirements maintenance civil action damages injuries sustained consequence unsafe conditions streets sidewalks similar spaces
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Justin L. Brannan,"['distance', 'parking', 'signs']",distance parking signs
Introduction,Filed (End of Session),Committee on Finance,Justin L. Brannan,"['establishment', 'charitable', 'gifts', 'reserve', 'fund']",establishment charitable gifts reserve fund
Introduction,Filed (End of Session),Committee on Finance,Justin L. Brannan,"['monthly', 'reports', 'scheduled', 'construction', 'work', 'capital', 'projects']",monthly reports scheduled construction work capital projects
Introduction,Filed (End of Session),Committee on Finance,Justin L. Brannan,"['reporting', 'contract', 'awards', 'made', 'discretionary', 'funds', 'allocated', 'member']",reporting contract awards made discretionary funds allocated member
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Robert F. Holden,"['suspending', 'alternate', 'side', 'street', 'parking', 'least', 'four', 'inches', 'snow']",suspending alternate side street parking least four inches snow
Introduction,Filed (End of Session),Committee on Public Safety,Diana I. Ayala,"['police', 'attorneys', 'investigation', 'prosecution', 'domestic', 'violence', 'known', 'victim', 'offenses']",police attorneys investigation prosecution domestic violence known victim offenses
Introduction,Filed (End of Session),Committee on Public Safety,Erik D. Bottcher,"['increasing', 'penalties', 'excessive', 'noise', 'motor', 'vehicles']",increasing penalties excessive noise motor vehicles
Introduction,Filed (End of Session),Committee on Consumer and Worker Protection,Justin L. Brannan,"['office', 'nightlife', 'post', 'information', 'website', 'nightlife', 'establishments', 'including', 'resources', 'trainings', 'harassment', 'among', 'patrons']",office nightlife post information website nightlife establishments including resources trainings harassment among patrons
Introduction,Filed (End of Session),Committee on Small Business,Justin L. Brannan,"['creation', 'retail', 'resurgence', 'taskforce']",creation retail resurgence taskforce
Introduction,Filed (End of Session),Committee on Public Safety,Diana I. Ayala,"['prohibiting', 'police', 'collecting', 'dna', 'minor', 'without', 'consent', 'parent', 'legal', 'guardian', 'attorney']",prohibiting police collecting dna minor without consent parent legal guardian attorney
Introduction,Filed (End of Session),Committee on Consumer and Worker Protection,Justin L. Brannan,"['nightlife', 'establishments', 'post', 'signage', 'informing', 'patrons', 'harassment', 'train', 'employees', 'harassment', 'among', 'patrons']",nightlife establishments post signage informing patrons harassment train employees harassment among patrons
Introduction,Filed (End of Session),Committee on Housing and Buildings,Gale A. Brewer,"['increased', 'transparency', 'regarding', 'sale', 'housing', 'development', 'fund', 'company', 'units']",increased transparency regarding sale housing development fund company units
Introduction,Filed (End of Session),Committee on Health,Justin L. Brannan,"['promotion', 'health', 'safety', 'nail', 'salons']",promotion health safety nail salons
Introduction,Filed (End of Session),Committee on Health,Robert F. Holden,"['guidance', 'private', 'employers', 'event', 'highly', 'transmissible', 'disease', 'emergency']",guidance private employers event highly transmissible disease emergency
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",James F. Gennaro,"['creation', 'database', 'subsurface', 'conditions', 'support', 'better', 'engineering', 'geothermal', 'heat', 'pumps']",creation database subsurface conditions support better engineering geothermal heat pumps
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Robert F. Holden,"['parks', 'repair', 'damage', 'caused', 'trees', 'owned']",parks repair damage caused trees owned
Introduction,Filed (End of Session),Committee on Housing and Buildings,Justin L. Brannan,"['installation', 'protective', 'devices', 'seniors', 'persons', 'disability', 'reside', 'multiple', 'dwellings', 'provision', 'tax', 'abatement', 'related', 'installations']",installation protective devices seniors persons disability reside multiple dwellings provision tax abatement related installations
Introduction,Filed (End of Session),Committee on Parks and Recreation,Diana I. Ayala,"['parks', 'enforcement', 'patrol', 'officers', 'equipped', 'opioid', 'antagonists']",parks enforcement patrol officers equipped opioid antagonists
Introduction,Filed (End of Session),Committee on Health,Justin L. Brannan,"['health', 'mental', 'hygiene', 'provide', 'license', 'permit', 'expiration', 'notifications', 'electronically']",health mental hygiene provide license permit expiration notifications electronically
Introduction,Filed (End of Session),Committee on Health,Justin L. Brannan,"['health', 'mental', 'hygiene', 'make', 'automated', 'external', 'defibrillators', 'available', 'primary', 'intermediate', 'high', 'schools', 'already', 'receive', 'devices', 'provision']",health mental hygiene make automated external defibrillators available primary intermediate high schools already receive devices provision
Introduction,Filed (End of Session),Committee on Governmental Operations,Justin L. Brannan,"['voter', 'assistance', 'advisory', 'providing', 'interpreters', 'materials', 'arabic']",voter assistance advisory providing interpreters materials arabic
Resolution,Adopted,Committee on Education,Shaun Abreu,"['education', 'create', 'jewish', 'heritage', 'day', 'schools']",education create jewish heritage day schools
Resolution,Filed (End of Session),"Committee on Mental Health, Disabilities and Addiction",Robert F. Holden,"['adds', 'gravely', 'disabled', 'standard', 'civil', 'commitment']",adds gravely disabled standard civil commitment
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Justin L. Brannan,"['identifying', 'vacant', 'underutilized', 'sites', 'would', 'suitable', 'development', 'renewable', 'energy', 'assessing', 'generation', 'potential', 'feasibility', 'sites']",identifying vacant underutilized sites would suitable development renewable energy assessing generation potential feasibility sites
Introduction,Filed (End of Session),Committee on Sanitation and Solid Waste Management,Robert F. Holden,"['allowing', 'sanitation', 'purchase', 'appropriate', 'vehicles', 'utilize', 'snowfall']",allowing sanitation purchase appropriate vehicles utilize snowfall
Introduction,Filed (End of Session),Committee on Contracts,Selvena N. Brooks-Powers,"['minority', 'business', 'enterprise', 'consultant', 'projects', 'budgets', 'excess', 'ten', 'million', 'dollars']",minority business enterprise consultant projects budgets excess ten million dollars
Introduction,Filed (End of Session),Committee on Public Safety,Selvena N. Brooks-Powers,"['reward', 'individuals', 'provide', 'information', 'leading', 'apprehension', 'prosecution', 'conviction', 'person', 'seriously', 'injures', 'kills', 'another', 'individual', 'accident']",reward individuals provide information leading apprehension prosecution conviction person seriously injures kills another individual accident
Introduction,Filed (End of Session),Committee on Health,Joseph C. Borelli,"['exempting', 'cigars', 'price', 'floors', 'established']",exempting cigars price floors established
Introduction,Filed (End of Session),Committee on Consumer and Worker Protection,Joseph C. Borelli,"['consumer', 'worker', 'protection', 'send', 'documents', 'related', 'licensing', 'certified', 'mail']",consumer worker protection send documents related licensing certified mail
Introduction,Filed (End of Session),Committee on Public Safety,Joseph C. Borelli,"['prohibiting', 'unsolicited', 'disclosures', 'intimate', 'images']",prohibiting unsolicited disclosures intimate images
Introduction,Enacted,Committee on Health,Justin L. Brannan,"['provision', 'information', 'emergency', 'rooms', 'pediatric', 'trauma', 'centers']",provision information emergency rooms pediatric trauma centers
Introduction,Filed (End of Session),Committee on Governmental Operations,Shahana K. Hanif,"['establishment', 'office', 'restaurant', 'recovery', 'response', 'pandemic', 'expiration', 'repeal', 'thereof']",establishment office restaurant recovery response pandemic expiration repeal thereof
Introduction,Filed (End of Session),Committee on Housing and Buildings,Joseph C. Borelli,"['building', 'fire', 'lanes', 'open', 'parking', 'lots', 'store', 'vehicles']",building fire lanes open parking lots store vehicles
Introduction,Filed (End of Session),Committee on Health,Joseph C. Borelli,"['standard', 'procedure', 'treating', 'students', 'presenting', 'suspected', 'tick', 'bites']",standard procedure treating students presenting suspected tick bites
Introduction,Filed (End of Session),Committee on Health,"Rafael Salamanca, Jr.","['automated', 'external', 'defibrillators', 'private', 'schools', 'police', 'cars']",automated external defibrillators private schools police cars
Introduction,Filed (End of Session),Committee on Economic Development,Kevin C. Riley,"['establishment', 'office', 'cannabis', 'business', 'services']",establishment office cannabis business services
Resolution,Filed (End of Session),Committee on Education,"Rafael Salamanca, Jr.","['education', 'offer', 'milk', 'milk', 'alternative', 'students', 'request', 'parent', 'guardian']",education offer milk milk alternative students request parent guardian
Introduction,Filed (End of Session),Committee on Public Safety,Kalman Yeger,"['panic', 'buttons', 'houses', 'worship']",panic buttons houses worship
Introduction,Enacted,Committee on Transportation and Infrastructure,Carlina Rivera,"['transportation', 'develop', 'map', 'bicycle', 'infrastructure', 'conditions']",transportation develop map bicycle infrastructure conditions
Introduction,Filed (End of Session),Committee on Oversight and Investigations,Julie Won,"['establishment', 'standards', 'procedures', 'determine', 'existence', 'conflicts', 'interest', 'misconduct', 'concerning', 'contracts']",establishment standards procedures determine existence conflicts interest misconduct concerning contracts
Introduction,Filed (End of Session),Committee on Contracts,Julie Won,"['special', 'inspector', 'within', 'investigation', 'review', 'contracts', 'entered', 'response', 'novel', 'coronavirus', 'providing', 'repeal', 'provision', 'expiration', 'thereof']",special inspector within investigation review contracts entered response novel coronavirus providing repeal provision expiration thereof
Introduction,Filed (End of Session),Committee on Contracts,Julie Won,"['voluntary', 'submission', 'data', 'leadership', 'diversity', 'companies', 'bidding', 'contracts']",voluntary submission data leadership diversity companies bidding contracts
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Althea V. Stevens,"['transportation', 'establish', 'allow', 'community', 'centers', 'schools', 'arts', 'cultural', 'institutions', 'religious', 'institutions', 'use', 'adjacent', 'outdoor', 'spaces']",transportation establish allow community centers schools arts cultural institutions religious institutions use adjacent outdoor spaces
Introduction,Filed (End of Session),Committee on General Welfare,Sandra Ung,"['administration', 'services', 'provide', 'multilingual', 'disclosure', 'form', 'parents', 'guardians', 'child', 'protective', 'investigati']",administration services provide multilingual disclosure form parents guardians child protective investigati
Introduction,Filed (End of Session),Committee on Health,Sandra Ung,"['reporting', 'health', 'mental', 'hygiene', 'language', 'services', 'instructions', 'care']",reporting health mental hygiene language services instructions care
Introduction,Filed (End of Session),Committee on Women and Gender Equity,Sandra Ung,"['domestic', 'violence', 'related', 'calls']",domestic violence related calls
Introduction,Filed (End of Session),Committee on Women and Gender Equity,Sandra Ung,"['providing', 'rental', 'assistance', 'survivors', 'domestic', 'violence']",providing rental assistance survivors domestic violence
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Carlina Rivera,"['office', 'pedestrians']",office pedestrians
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Carlina Rivera,"['alternating', 'high', 'low', 'signal', 'devices', 'emergency', 'vehicles']",alternating high low signal devices emergency vehicles
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Carlina Rivera,"['office', 'active', 'transportation', 'active', 'transportation', 'advisory', 'board']",office active transportation active transportation advisory board
Resolution,Filed (End of Session),Committee on Education,Kevin C. Riley,"['would', 'require', 'school', 'buses', 'operating', 'within', 'regardless', 'seating', 'capacity', 'side', 'prohibit', 'school', 'buses', 'operating', 'functioning']",would require school buses operating within regardless seating capacity side prohibit school buses operating functioning
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Carlina Rivera,"['climate', 'migrant', 'services', 'coordinator']",climate migrant services coordinator
Introduction,Filed (End of Session),Committee on Criminal Justice,Public Advocate Jumaane Williams,"['social', 'workers', 'correctional', 'facilities']",social workers correctional facilities
Resolution,Filed (End of Session),Committee on Health,Public Advocate Jumaane Williams,"['health', 'collect', 'maintain', 'data', 'relating', 'sexual', 'orientation', 'gender', 'identity', 'individuals', 'diagnosed', 'health', 'collect', 'data', 'concerning', 'covid']",health collect maintain data relating sexual orientation gender identity individuals diagnosed health collect data concerning covid
Introduction,Enacted,Committee on Small Business,Julie Menin,"['small', 'business', 'services', 'services', 'provided', 'career', 'centers']",small business services services provided career centers
Introduction,Enacted,"Committee on Environmental Protection, Resiliency and Waterfronts",Keith Powers,"['purchase', 'zero', 'emission', 'vehicles']",purchase zero emission vehicles
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Chi A. OssÃ,"['secure', 'package', 'storage', 'buildings']",secure package storage buildings
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Julie Menin,"['curb', 'extensions', 'dangerous', 'intersections']",curb extensions dangerous intersections
Introduction,Enacted,Committee on Sanitation and Solid Waste Management,Sandy Nurse,"['goal', 'zero', 'divertible', 'waste']",goal zero divertible waste
Introduction,Filed (End of Session),Committee on General Welfare,Chi A. OssÃ,"['training', 'homeless', 'services', 'employees']",training homeless services employees
Introduction,Enacted,Committee on Public Safety,Mercedes Narcisse,"['police', 'officers', 'receive', 'training', 'related', 'recognizing', 'interacting', 'individuals', 'autism', 'spectrum', 'disorder']",police officers receive training related recognizing interacting individuals autism spectrum disorder
Introduction,Enacted,Committee on Sanitation and Solid Waste Management,Sandy Nurse,"['goal', 'achieving', 'zero', 'waste', 'increasing', 'waste', 'diversion', 'landfill', 'incineration', 'repeal', 'subdivision', 'k', 'annual', 'recycling', 'subdivision', 'e', 'inclusion', 'information', 'annual', 'recycling']",goal achieving zero waste increasing waste diversion landfill incineration repeal subdivision k annual recycling subdivision e inclusion information annual recycling
Introduction,Filed (End of Session),Committee on Parks and Recreation,Francisco P. Moya,"['assessing', 'organizations', 'individuals', 'issued', 'permits', 'use', 'athletic', 'fields', 'courts', 'jurisdiction', 'parks']",assessing organizations individuals issued permits use athletic fields courts jurisdiction parks
Introduction,Filed (End of Session),Committee on Small Business,Julie Menin,"['letter', 'grades', 'achieving', 'agency', 'participation', 'goals', 'regarding', 'minority', 'business', 'enterprises']",letter grades achieving agency participation goals regarding minority business enterprises
Introduction,Filed (End of Session),Committee on Criminal Justice,Francisco P. Moya,"['prohibiting', 'provision', 'probation', 'services', 'companies']",prohibiting provision probation services companies
Introduction,Enacted,Committee on Sanitation and Solid Waste Management,Keith Powers,"['organic', 'waste', 'drop', 'sites']",organic waste drop sites
Resolution,Filed (End of Session),Committee on Consumer and Worker Protection,Francisco P. Moya,"['division', 'criminal', 'justice', 'services', 'office', 'safety', 'update', 'mandatory', 'security', 'guard', 'training', 'curriculum', 'include', 'sexual', 'harassment', 'prevention', 'bystander', 'intervention', 'training', 'security', 'guards', 'work', 'nightlife', 'establishments']",division criminal justice services office safety update mandatory security guard training curriculum include sexual harassment prevention bystander intervention training security guards work nightlife establishments
Introduction,Filed (End of Session),Committee on Public Safety,Chi A. OssÃ,"['prohibiting', 'police', 'deploying', 'strategic', 'response', 'group', 'nonviolent', 'gathering', 'individuals', 'exercising', 'right', 'freedom', 'speech', 'peaceably', 'assemble']",prohibiting police deploying strategic response group nonviolent gathering individuals exercising right freedom speech peaceably assemble
Introduction,Enacted,Committee on Sanitation and Solid Waste Management,Keith Powers,"['community', 'recycling', 'centers', 'events']",community recycling centers events
Introduction,Filed (End of Session),Committee on Public Safety,Public Advocate Jumaane Williams,"['police', 'post', 'quarterly', 'reports', 'website', 'relating', 'use', 'seat', 'belt', 'holds', 'chokeholds']",police post quarterly reports website relating use seat belt holds chokeholds
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Francisco P. Moya,"['creation', 'residential', 'parking', 'permit', 'system', 'east', 'elmhurst']",creation residential parking permit system east elmhurst
Introduction,Filed (End of Session),Committee on Governmental Operations,Francisco P. Moya,"['required', 'notice', 'maintenance', 'civil', 'action', 'damages', 'injuries', 'sustained', 'consequence', 'unsafe', 'conditions', 'streets', 'sidewalks', 'similar', 'spaces']",required notice maintenance civil action damages injuries sustained consequence unsafe conditions streets sidewalks similar spaces
Introduction,Filed (End of Session),Committee on Public Safety,Francisco P. Moya,"['task', 'force', 'study', 'training', 'provided', 'members', 'police']",task force study training provided members police
Introduction,Filed (End of Session),Committee on Health,Public Advocate Jumaane Williams,"['task', 'force', 'study', 'document', 'summarize', 'impact']",task force study document summarize impact
Introduction,Filed (End of Session),Committee on Housing and Buildings,Francisco P. Moya,"['building', 'distribution', 'employer', 'identification', 'cards', 'construction', 'sites']",building distribution employer identification cards construction sites
Introduction,Filed (End of Session),Committee on Housing and Buildings,Francisco P. Moya,"['stop', 'work', 'order', 'inspections', 'worksites', 'major', 'renovations']",stop work order inspections worksites major renovations
Introduction,Filed (End of Session),Committee on Economic Development,Francisco P. Moya,"['task', 'force', 'examine', 'labor', 'issues', 'related', 'neighborhood', 'rezonings']",task force examine labor issues related neighborhood rezonings
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Francisco P. Moya,"['prohibiting', 'dynamic', 'pricing', 'bike', 'share', 'progr']",prohibiting dynamic pricing bike share progr
Introduction,Filed (End of Session),Committee on Health,Robert F. Holden,"['prohibiting', 'electronic', 'cigarette', 'retailers', 'near', 'schools']",prohibiting electronic cigarette retailers near schools
Introduction,Filed (End of Session),Committee on Governmental Operations,Robert F. Holden,"['affirmative', 'vote', 'least', 'members', 'passage', 'raises', 'taxes']",affirmative vote least members passage raises taxes
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Robert F. Holden,"['prohibiting', 'school', 'bus', 'parking', 'streets', 'overnight', 'weekends']",prohibiting school bus parking streets overnight weekends
Introduction,Filed (End of Session),Committee on Technology,Christopher Marte,"['creating', 'website', 'produce', 'petitions', 'seeking', 'particular', 'actions', 'government']",creating website produce petitions seeking particular actions government
Introduction,Filed (End of Session),Committee on Parks and Recreation,Christopher Marte,"['preservation', 'trees', 'private']",preservation trees private
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Robert F. Holden,"['light', 'pollution', 'light', 'fixtures', 'residential']",light pollution light fixtures residential
Introduction,Filed (End of Session),Committee on Public Safety,Robert F. Holden,"['protecting', 'identities', 'victims', 'crimes', 'violence']",protecting identities victims crimes violence
Introduction,Filed (End of Session),Committee on Public Safety,Robert F. Holden,"['revising', 'criteria', 'enforcement', 'civil', 'criminal', 'offenses', 'specified', 'unlawful', 'acts', 'repeal', 'replace', 'thereto']",revising criteria enforcement civil criminal offenses specified unlawful acts repeal replace thereto
Introduction,Filed (End of Session),Committee on Finance,Crystal Hudson,"['senior', 'citizen', 'rent', 'increase', 'disability', 'rent', 'increase']",senior citizen rent increase disability rent increase
Introduction,Filed (End of Session),Committee on Housing and Buildings,Robert F. Holden,"['violations', 'requirements', 'places', 'assembly']",violations requirements places assembly
